Job Title,Company Name,Company Location,Posting Date,Job Types,Career Level,Years of Experience,Job Link,Job Requirements
Sr.DevOps Engineer,Ctopya,"Cairo, Egypt",4 days ago,['Full Time'],Experienced,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/h8gQw668XCQb-SrDevOps-Engineer-Ctopya-Cairo-Egypt?o=36&l=sp&t=sj&a=python|search-v3|hpb,"Understands the Software Development Life Cycle (SDLC). | Has a solid grasp of different automation testing tools for developing continuous integration and continuous delivery (CI/CD) pipelines. | Can successfully manage the entire DevOps team. | Proficient experience with CI/CD tools. : Creating and maintaining Pipelines with automated testing and pushing | Proficient knowledge of version control and git tools. | Proficient Experience with bash scripting/troubleshooting. | Proficient Knowledge of 3+ programming languages (PHP, Java and Python). | Proficiency in cloud computing services (AWS, Azure and Similar). | Expert-level Infrastructure Management skills and Virtualization. (Hypervisors ...etc.) | Proficiency in automation tools. | Experienced in Jenkins and Kubernetes"
Senior Java Back-End Developer (Remote),skora tech,"Cairo, Egypt",5 days ago,"['Full Time', 'Work From Home']",Experienced,2 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/K90a7FwwrhGB-Senior-Java-Back-End-Developer-Remote-skora-tech-Cairo-Egypt?o=24&l=sp&t=sj&a=python|search-v3|hpb,Python | Java | Microservices | Docker | Fast APIs | Database (Mysql) | AWS Lambda or Google App Engine
Senior Cloud DevOps Engineer,FlairsTech,"Maadi, Cairo, Egypt",5 days ago,['Full Time'],Experienced,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/sI0TSlWS4cgk-Senior-Cloud-DevOps-Engineer-FlairsTech-Cairo-Egypt?o=182&l=sp&t=sj&a=python|search-v3|hpb,"Possess 5+ years of experience supporting production Ruby on Rails, Kubernetes, Linux environments, including process management, user management, distilling log files, and debugging performance issues. | Possess 3+ years of experience supporting an AWS production environment. | Strong knowledge of Infrastructure automation using Python and Terraform preferred. | Strong Knowledge building CI/ID pipelines utilizing AWS technologies and/or Jenkins | Experience with container orchestration and Kubernetes | Strong knowledge of scripting/coding with Python, PowerShell, Bash, Perl, and/or PHP. | Strong knowledge of AWS networking concepts: | Strong knowledge of AWS Security concepts: | Strong knowledge of AWS and traditional Storage systems: | Strong knowledge with load-balancing (AWS and third party), High Availability and Scalability services: | Experience with production web hosts | Experience with production database systems: | Route53, VPC configuration and management, DHCP, VLANs, HTTP/HTTPS and IPSec/SSL VPNs. | AWS: IAM accounts, KMS managed encryption, CloudTrail, CloudWatch monitoring/alerting | AWS: EBS, EFS, S3 | AWS: ALB/NLB, ASG in multi-AZ, multi-region | Nginx, F5 | Microsoft/Linux: IIS, Apache, J2EE application servers (resin, tomcat, WebLogic) | AWS: Postgres, MongoDB | AWS: Solutions Architect, DevOps Engineer, Security, Network | Other Technology certification(s) highly desirable: Microsoft/Linux | A degree in Computer Science, Engineering, MIS, or equivalent is desired. | AWS auto scaling, High Availability concepts | EKS, ECS, Docker Administration/Deployment | Automated Deployment preferably AWS Pipelines code deployment | Intermediate knowledge and real-world experience with Microsoft SQL Server | Intermediate Knowledge of firewall technologies, particularly Cisco ASAs."
Linux System Administrator,Egpay,"Nasr City, Cairo, Egypt",5 days ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/E7Qa9P8yp5oC-Linux-System-Administrator-Egpay-Cairo-Egypt?o=196&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree or higher in IT, Computer Science, Engineering | +3 years  of database, network administration, or system administration experience. | Previous working experience as a Linux Administrator for 3+ years, CentOS or Ubuntu. | Familiar with scripts like php , Python and other languages. | Very Good command of networking and VPN | Linux Virtualization/Containers knowledge. | Load balancing and High availability experience. | Experience installing, configuring such as Apache, Nginx, HAproxy, etc. | Experience managing ducker containers. | Web servers installations and configuration (Apache, Tomcat), basic knowledge | Experience with load balancing & high availability. | Deep Experience using Mysql/MariaDB. | Very good - Fluent command of English | Networking understanding (switches, routing, firewalls). | Monitors all database servers (OS Disk Storage, CPU, Memory, and Table spaces, logs, locks and performance) and take the necessary actions when needed. | Responsible for database backup, recovery tasks to ensure proper operations and restores Database according to business need. | Analyzes database logs, audit and identifying potential issues with the servers and storages. | Troubleshoot, Monitor all environments databases."
Back-End Developer (Django),Xpovi,"Cairo, Egypt",6 days ago,['Full Time'],Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/IfDuAvPwrIRc-Back-End-Developer-Django-Xpovi-Cairo-Egypt?o=169&l=sp&t=sj&a=python|search-v3|hpb,2-4 years of professional experience in Django | Experience with Amazon Web Services (AWS) | Solid experience of databases and SQL | Experience with PostgreSQL | Experience with consuming and building REST APIs/JSON | Familiar with Agile project management methodologies | Familiarity with code versioning tools (such as GitHub or Bitbucket) | Familiarity with containerization concepts (such as Docker and Kubernetes) | Good understanding of CI/CD | Knowledge of JavaScript and the ReactJS framework is a plus
Python Developer (Odoo),ZAD Solutions,"Mohandessin, Giza, Egypt",22 days ago,['Full Time'],Entry Level,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/cJSyN3XKUdHP-Python-Developer-Odoo-ZAD-Solutions-Giza-Egypt?o=6&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor degree in computer science | 1+ years of experience in software development Python programming | Knowledge of main standard Odoo modules is a plus | Good knowledge of PostgreSQL | Git, Linux | Knowledge in HTML, CSS, JS"
Software Support Engineer - Cairo,Confidential,"Cairo, Egypt",7 days ago,['Full Time'],Experienced,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/kTnRVX2NG6Z0-Software-Support-Engineer---Cairo-Cairo-Egypt?o=33&l=sp&t=sj&a=python|search-v3|hpb,"Egyptians only | Bachelor's degree in Engineering or Computer Science. | Minimum 2 years experience in Application/SW support. | Hands-on experience in SQL (MSSQL, Oracle ...etc) | Experience in programming (Java, Python, .... etc) | Good Knowledge of Linux, and networking. | Good Troubleshooting and Communication skills."
Senior Data Analyst\Trainer,Confidential,"Alexandria, Egypt",7 days ago,['Full Time'],Experienced,3 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/EFoc4765hvEN-Senior-Data-AnalystTrainer-Alexandria-Egypt?o=34&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor degree in MIS, computer science or any relevant degree | Willing to constantly travel for training duties abroad within the gulf area | Experience in data models and reporting packages | Exceptional Microsoft Excel skills | Knowledge of SQL and Python\ statistical programming | Ability to write comprehensive reports and analyze large data sets | Has strong analytics skills and attention to detail | Strong communication and presentation skills | Experience in business intelligence"
QC Engineer,Confidential,"Alexandria, Egypt",7 days ago,['Full Time'],Experienced,2 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/tz1wZB1ENFow-QC-Engineer-Alexandria-Egypt?o=164&l=sp&t=sj&a=python|search-v3|hpb,"BSc\BA in Computer Science or any relevant degree | Basic knowledge of programming language (eg; Java, C++, Python) | Experienced in testing both mobile (iOS & Android) and web applications is a must | API testing using Postman or any other tool. | Great attention to detail and problem solving skills. | Strong analytical skills and ability to provide effective, long term solutions. | Knowledge of Jira tool, black box testing and white box is a plus. | Selenium Tester is a plus"
"Robotics, Coding & Engineering Instructor For Kids (STEAM Facilitator)",Edu-Zone,"New Cairo, Cairo, Egypt",7 days ago,"['Full Time', 'Part Time']",Entry Level,,https://wuzzuf.net/jobs/p/lJI2R1BSZ7a0-Robotics-Coding-Engineering-Instructor-For-Kids-STEAM-Facilitator-Edu-Zone-Cairo-Egypt?o=173&l=sp&t=sj&a=python|search-v3|hpb,"Outstanding Skills of dealing with kids/students | Professional User for Microsoft Office Software | Excellent Research  Skills | Fluent in English | Professional at Arduino, Servo Motors, 3D Printing, Laser Cut, 2 Programming Languages (Scratch/Python). | Location: New Cairo, Downtown Katameya Mall, S1, EduZone | 5 Days per week: | 50% Day Shift (10:00-6:00 pm) | 50% Night Shift (1:00-9:00 pm) | Contract: 12 Months | Edu-Zone: STEAM Education Center | Salary: L.E. 4000-5000 (hrs based or monthly rate) | Social Insurance | No Transportation Available"
Senior Full Stack Developer (Full Time Office Based),Affsquare,"Sheraton, Cairo, Egypt",7 hours ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/xngSVQ784I81-Senior-Full-Stack-Developer-Full-Time-Office-Based-Affsquare-Cairo-Egypt?o=195&l=sp&t=sj&a=python|search-v3|hpb,"3+ years of experience of website development experience in a team environment. | Strong organizational and project management skills. | Experience developing user-friendly, responsive, and appealing websites following modern development standards and workflows. | Proficiency in fundamental front-end languages such as HTML5, CSS3, and JavaScript. | Experience in CSS frameworks like bootstrap. | Familiarity with JavaScript frameworks such as Angular +2, React. | Proficiency in server-side languages such as PHP, Node Js, Python. | Experience in PHP frameworks like laravel, CodeIgniter. | Experience in Node Js frameworks like express js. | Familiarity with database technology such as MySQL and MongoDB. | knowledge of computer science basics like Algorithms, Data Structures. | Good understanding of SEO principles if possible and ensuring that applications will adhere to them. | Experience in WordPress is a must | Ability to manage dedicated servers | Ability to manage multiple deadlines and time-sensitive deliverables. | Excellent verbal communication skills. | Good problem-solving skills. | Be constantly experimenting and innovating. | Familiarity with agile development methodologies. | Previous development agency experience preferred."
Python Programmer,Right IT Group,"Yanbu, Saudi Arabia",8 days ago,['Full Time'],Experienced,3 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/gWMjMnFgJeKA-Python-Programmer-Right-IT-Group-Yanbu-Saudi-Arabia?o=3&l=sp&t=sj&a=python|search-v3|hpb,
Junior Software Developer,Target Recruitment  & HR Solutions ,"Nasr City, Cairo, Egypt",27 days ago,['Full Time'],Entry Level,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/b0NAsOYEKrXG-Junior-Software-Developer-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb,"BS degree in computer science, computer engineering or an equivalent discipline. | Experience of 1+ years in Software development with JAVA on Linux OS. | Strong JAVA programming skills. Knowledge of Perl/Shell Scripting desirable. | Working experience in Data Structures. | Should be comfortable with SQL (ANSI/Database specific). | Frontend / Backend development skills. | Ability to work with a Project Lead, Senior Developers. | Excellent English."
Senior Technical Architect - Cloud,Unifonic,"Cairo, Egypt",8 days ago,"['Full Time', 'Work From Home']",Experienced,10 - 15 Yrs of Exp,https://wuzzuf.net/jobs/p/zcSIJ25e5NOj-Senior-Technical-Architect---Cloud-Unifonic-Cairo-Egypt?o=44&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree in a related field. | Hands-on 10+ years of experience in the IT field with proven experience as a Technical Architect / Cloud Architect. | Certified in AWS with 5+ years of experience in using it. | Strong experience with SaaS and PaaS integration architecture and applications. | Hands-on experience with software development and system administration. | Advanced knowledge in multi-cloud management, high availability, disaster recovery, service configurations, configurations management, and distributed architecture. | Advanced knowledge in API Gateways, integration, and all related integration configurations, workflows and protocols. | Sound understanding of strategic IT solutions. | Experience in different types of architecture such as SOA, MSA. | Experience in cloud technologies and services related to management, data processing, computing, containerization, logging, etc. | Advanced knowledge in event streaming using Kafka and other queuing systems | Strong experience in administering Kubernetes. | Experience with technologies, such as Java, PHP, Angular, Python, SQL, MySQL, Linux. | General knowledge in telecommunications (SMSC, VOIP, SMPP, etc). | Superb communication skills. | Analytical skills and strong organizational abilities."
